BEGINN_DATUM;BEGINN_UHRZEIT;ZEITZONE_VON;ENDE_DATUM;ENDE_UHRZEIT;ZEITZONE_BIS;GRUND_DER_MASSNAHME;RICHTUNG;MITTLERE_LEISTUNG_MW;MAXIMALE_LEISTUNG_MW;GESAMTE_ARBEIT_MWH;ANWEISENDER_UENB;ANFORDERNDER_UENB;BETROFFENE_ANLAGE;PRIMAERENERGIEART
10.05.2022;00:15;CEST;10.05.2022;11:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;293,73;340;3304,5;TenneT DE;TenneT DE;Farge;Konventionell
10.05.2022;00:15;CEST;10.05.2022;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;419,02;500;5342,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
10.05.2022;00:45;CEST;11.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;460;685;10692;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
10.05.2022;01:00;CEST;10.05.2022;06:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;240;338;1261;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
10.05.2022;06:00;CEST;10.05.2022;16:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;278;390;2782;Amprion;Amprion;Netzreservekraftwerk Weiher/C;Konventionell
10.05.2022;08:00;CEST;10.05.2022;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;150;150;450;Amprion;TenneT DE & Amprion;BERGKAMEN_A;Konventionell
10.05.2022;08:30;CEST;10.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;244;320;2320;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;EMSLAND_DTD0;Konventionell
10.05.2022;14:00;CEST;10.05.2022;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;62;72;186;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP Riffgat;Erneuerbar
11.05.2022;00:00;CEST;11.05.2022;04:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;209,38;430;837,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
11.05.2022;06:00;CEST;11.05.2022;18:15;CEST;Probeabruf (KapRes);Wirkleistungseinspeisung erhöhen;41;42;498;Amprion;Amprion;GERSTEINW_GTF1;Konventionell
11.05.2022;08:15;CEST;11.05.2022;18:15;CEST;Probeabruf (KapRes);Wirkleistungseinspeisung erhöhen;152;298;1524;Amprion;Amprion;GERSTEINW_DTF2;Konventionell
12.05.2022;00:00;CEST;12.05.2022;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;269;300;2150;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;NEURATH_D;Konventionell
12.05.2022;07:15;CEST;12.05.2022;16:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;90,53;100;860;TenneT DE;TenneT DE;Isar 2 (Uniper);Konventionell
12.05.2022;07:30;CEST;12.05.2022;11:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;194,69;270;778,75;TenneT DE;TenneT DE;Zolling 5;Konventionell
12.05.2022;07:45;CEST;12.05.2022;16:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;97,06;100;825;TenneT DE;TenneT DE;Isar 2 (SWM);Konventionell
12.05.2022;10:00;CEST;12.05.2022;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;112;150;56;50Hertz;50Hertz;50H OWP MIO Baltic 1+2;Erneuerbar
13.05.2022;09:00;CEST;13.05.2022;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;199,25;260;1594;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
13.05.2022;09:15;CEST;13.05.2022;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,38;110;1027,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Marbach DT 3;Konventionell
13.05.2022;12:00;CEST;13.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;128,33;140;385;TransnetBW;TenneT DE;Reservekraftwerk Marbach DT 3;Konventionell
13.05.2022;17:00;CEST;13.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;74;74;74;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;OWP Riffgat;Erneuerbar
14.05.2022;05:00;CEST;14.05.2022;10:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;61,9;110;325;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
14.05.2022;05:00;CEST;15.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;316,32;650;6010;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
14.05.2022;07:00;CEST;14.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;261,14;280;2872,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
14.05.2022;08:15;CEST;14.05.2022;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83,64;100;230;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
14.05.2022;08:45;CEST;14.05.2022;11:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;94,44;100;212,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (SWM);Konventionell
14.05.2022;09:30;CEST;14.05.2022;12:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;125;150;375;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
14.05.2022;09:30;CEST;14.05.2022;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;221;250;1655;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher/C;Konventionell
14.05.2022;11:00;CEST;14.05.2022;21:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;98,78;100;1012,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (SWM);Konventionell
14.05.2022;11:00;CEST;14.05.2022;21:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;91,16;100;980;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
14.05.2022;13:00;CEST;14.05.2022;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;50;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
14.05.2022;17:00;CEST;14.05.2022;19:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;174,55;240;480;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
15.05.2022;00:00;CEST;16.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;200;200;4800;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
15.05.2022;07:30;CEST;15.05.2022;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;227;245;1020;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;EMSLAND_DTD0;Konventionell
15.05.2022;07:45;CEST;15.05.2022;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;141,11;200;635;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
16.05.2022;00:00;CEST;16.05.2022;09:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;199,44;200;1795;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
16.05.2022;11:30;CEST;16.05.2022;14:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;155;190;465;TenneT DE;TenneT DE;Zolling 5;Konventionell
16.05.2022;12:15;CEST;16.05.2022;14:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;64;100;160;TenneT DE;TenneT DE;Isar 2 (Uniper);Konventionell
16.05.2022;12:45;CEST;16.05.2022;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;83,33;100;125;TenneT DE;TenneT DE;Isar 2 (SWM);Konventionell
16.05.2022;23:00;CEST;17.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;325;500;325;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
17.05.2022;00:00;CEST;18.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;254,79;600;6115;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
17.05.2022;23:15;CEST;18.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;120;180;90;TenneT DE;TenneT DE;Farge;Konventionell
17.05.2022;23:45;CEST;18.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;12,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.05.2022;00:00;CEST;18.05.2022;09:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;270,38;330;2636,25;TenneT DE;TenneT DE;Farge;Konventionell
18.05.2022;00:00;CEST;18.05.2022;09:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;270,38;330;2636,25;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.05.2022;00:00;CEST;19.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;180;180;4320;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
18.05.2022;01:30;CEST;18.05.2022;10:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;111,76;180;1033,75;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.05.2022;08:45;CEST;18.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;378;450;2362;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
18.05.2022;09:00;CEST;18.05.2022;21:00;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;73,58;92;883;TransnetBW;TransnetBW;Reservekraftwerk Walheim Block 1;Konventionell
18.05.2022;09:15;CEST;18.05.2022;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;257,13;395;2057;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.05.2022;10:00;CEST;18.05.2022;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;95,83;100;575;TransnetBW;50Hertz & TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
18.05.2022;10:00;CEST;18.05.2022;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;152,67;186;916;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
18.05.2022;10:00;CEST;18.05.2022;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;113,86;144;797;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
18.05.2022;12:15;CEST;18.05.2022;20:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;139,55;150;1151,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
18.05.2022;13:00;CEST;18.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;100;100;200;50Hertz;50Hertz & TenneT DE;50H OWP MIO Baltic 1+2;Erneuerbar
19.05.2022;00:00;CEST;20.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;198,46;220;2580;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
19.05.2022;07:00;CEST;19.05.2022;12:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;236,38;370;1241;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
19.05.2022;07:00;CEST;19.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;210,64;239;2317;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
19.05.2022;08:00;CEST;19.05.2022;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;106,25;150;531,25;TransnetBW;TenneT DE;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
19.05.2022;08:00;CEST;19.05.2022;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;132,72;179;1194,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
19.05.2022;08:15;CEST;19.05.2022;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;132,17;220;760;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Reservekraftwerk Marbach DT 3;Konventionell
19.05.2022;08:30;CEST;19.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;390;450;2535;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
19.05.2022;10:00;CEST;19.05.2022;10:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;45;45;22,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
19.05.2022;10:00;CEST;19.05.2022;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;25;25;75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (SWM);Konventionell
19.05.2022;10:00;CEST;19.05.2022;13:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;67,5;75;202,5;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
19.05.2022;10:00;CEST;19.05.2022;17:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;141,89;180;993,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
19.05.2022;10:45;CEST;19.05.2022;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;43;60;54;50Hertz;TenneT DE;50H OWP MIO Baltic 1+2;Erneuerbar
19.05.2022;11:00;CEST;19.05.2022;13:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;105,91;125;291,25;TransnetBW;Amprion & TransnetBW;Reservekraftwerk Marbach DT 3;Konventionell
19.05.2022;11:00;CEST;19.05.2022;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;20;20;60;TenneT DE;Amprion & TransnetBW;Isar 2 (SWM);Konventionell
19.05.2022;11:00;CEST;19.05.2022;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;25;25;75;TenneT DE;Amprion & TransnetBW;Isar 2 (Uniper);Konventionell
19.05.2022;11:00;CEST;19.05.2022;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;62,31;115;202,5;TransnetBW;Amprion & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
19.05.2022;11:00;CEST;19.05.2022;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;101,11;130;227,5;TenneT DE;Amprion & TransnetBW;Zolling 5;Konventionell
19.05.2022;11:45;CEST;19.05.2022;13:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;110;130;165;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
19.05.2022;12:30;CEST;19.05.2022;17:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;69;75;345;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
19.05.2022;12:45;CEST;19.05.2022;17:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;71,11;75;320;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (SWM);Konventionell
20.05.2022;00:00;CEST;20.05.2022;21:15;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;203,77;220;3515;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
20.05.2022;11:00;CEST;20.05.2022;21:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;412;560;4124;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;BERGKAMEN_A;Konventionell
20.05.2022;16:00;CEST;20.05.2022;21:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;326;380;1630;TenneT DE;Amprion;ReserveKW Heyden;Konventionell
20.05.2022;22:00;CEST;20.05.2022;23:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;85;105;85;TransnetBW;EnDK;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
20.05.2022;22:45;CEST;21.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;212,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.05.2022;00:00;CEST;21.05.2022;08:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;308,91;380;2471,25;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
21.05.2022;00:00;CEST;21.05.2022;10:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;401,09;495;4311,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
21.05.2022;21:00;CEST;22.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;214,17;310;642,5;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
22.05.2022;00:00;CEST;23.05.2022;00:00;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;220;220;5280;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
22.05.2022;01:30;CEST;22.05.2022;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;208,78;330;3497;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Farge;Konventionell
22.05.2022;07:30;CEST;22.05.2022;16:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;227,86;320;1993,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Staudinger 5;Konventionell
22.05.2022;08:00;CEST;22.05.2022;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;315,98;495;3475,75;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
22.05.2022;08:45;CEST;22.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;184,48;300;1153;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
22.05.2022;09:45;CEST;22.05.2022;15:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;95,45;100;525;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (SWM);Konventionell
22.05.2022;10:00;CEST;22.05.2022;15:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;50;50;250;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Isar 2 (Uniper);Konventionell
22.05.2022;12:00;CEST;22.05.2022;14:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;87,11;108;196;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;ReserveKW Heyden;Konventionell
23.05.2022;00:00;CEST;23.05.2022;12:15;CEST;Spannungsbedingter Redispatch;Wirkleistungseinspeisung erhöhen;379,39;600;4647,5;TenneT DE;TenneT DE;ReserveKW Heyden;Konventionell
23.05.2022;22:45;CEST;24.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;208;320;260;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
24.05.2022;00:00;CEST;24.05.2022;06:45;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;98,57;125;345;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
24.05.2022;00:00;CEST;24.05.2022;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;368,89;495;2582,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
24.05.2022;12:00;CEST;24.05.2022;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;260,6;380;1628,75;TenneT DE;50Hertz & Amprion & TenneT DE & TransnetBW;Zolling 5;Konventionell
25.05.2022;10:30;CEST;26.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;170;170;2295;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
25.05.2022;13:00;CEST;25.05.2022;16:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;60;60;180;50Hertz;50Hertz & PSE;50H OWP MIO Baltic 1+2;Erneuerbar
25.05.2022;13:30;CEST;25.05.2022;18:15;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;92;100;435;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;SCHOLVEN_C;Konventionell
25.05.2022;16:00;CEST;25.05.2022;16:15;CEST;Probestart (NetzRes);Wirkleistungseinspeisung erhöhen;10;10;2,5;TransnetBW;TransnetBW;Reservekraftwerk Marbach GT 2;Konventionell
25.05.2022;23:00;CEST;26.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;68;100;68;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher/C;Konventionell
25.05.2022;23:15;CEST;26.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;160;240;120;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
26.05.2022;00:00;CEST;26.05.2022;00:30;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;75;100;37,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
26.05.2022;00:00;CEST;26.05.2022;05:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;242;250;1212;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher/C;Konventionell
26.05.2022;00:00;CEST;26.05.2022;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;412,25;490;4122,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
26.05.2022;00:00;CEST;26.05.2022;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;50;50;400;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
27.05.2022;00:00;CEST;27.05.2022;20:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;560;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
27.05.2022;00:00;CEST;27.05.2022;23:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;248;250;2790;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;Netzreservekraftwerk Weiher/C;Konventionell
27.05.2022;00:00;CEST;28.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;355,34;495;8528,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.05.2022;06:00;CEST;27.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;247;250;2960;Amprion;TenneT DE & Amprion;Netzreservekraftwerk Weiher/C;Konventionell
27.05.2022;08:00;CEST;27.05.2022;19:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;127,61;265;893,25;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.05.2022;08:00;CEST;28.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;68,67;80;412;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
27.05.2022;08:15;CEST;27.05.2022;12:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;133;265;498,75;TransnetBW;TenneT DE & Amprion;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
27.05.2022;10:00;CEST;27.05.2022;14:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung reduzieren;149;213;595;50Hertz;50Hertz;50H OWP MIO Baltic 1+2;Erneuerbar
27.05.2022;10:00;CEST;28.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;110;140;1545;Amprion;50Hertz & Amprion & TenneT DE & TransnetBW;HERNE_4;Konventionell
27.05.2022;11:00;CEST;27.05.2022;18:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;214,96;325;1504,75;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
28.05.2022;00:00;CEST;29.05.2022;00:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;288,23;495;6917,5;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
28.05.2022;01:00;CEST;28.05.2022;07:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;80;80;480;TransnetBW;50Hertz & Amprion & TenneT DE & TransnetBW;Grosskraftwerk Mannheim Block 6 und 8;Konventionell
28.05.2022;07:00;CEST;28.05.2022;10:00;CEST;Strombedingter Redispatch;Wirkleistungseinspeisung erhöhen;145,83;225;437,5;TransnetBW;TenneT DE;Rheinhafen-Dampfkraftwerk Karlsruhe Block 7;Konventionell
