mastr_id,Anzeigename,norm_name,Energietraeger,Nettonennleistung_MW,Postleitzahl,Ort
SEE995613098226,Speicher Gelpertsricht,speicher gelpertsricht,Batteriespeicher,4.0,92706,Luhe-Wildenau
SEE918857857947,FHKW GT4,fhkw gt4,Erdgas,4.3893,67063,Ludwigshafen
SEE922908994215,bnBm GasKW BIB GT9,bnbm gaskw bib gt9,Erdgas,34.4,68647,Biblis
SEE945038569870,Turbinengenerator4-SiemensT5471,turbinengenerator4-siemenst5471,Erdgas,3.4,89584,Ehingen
SEE949717053087,KW Laufenburg Maschine 8,kw laufenburg maschine 8,Wasser,10.442,5080,Laufenburg
SEE953611260939,BHKW-Sonnenwärme,bhkw-sonnenwärme,Erdgas,4.1353,17489,Greifswald
SEE955178360381,KWK 1 Gebäude 192.0,kwk 1 gebäude 192 0,Erdgas,4.13,84130,Dingolfing
SEE959802115149,DGW TG 10,dgw tg 10,Waerme,8.359,44147,Dortmund
SEE960158091162,T3,t3,Waerme,9.9,66763,Dillingen
SEE961061178896,Koblenz Maschine 4,koblenz maschine 4,Wasser,4.0,56073,Koblenz
SEE961245060139,Saalachkraftwerk D3,saalachkraftwerk d3,Wasser,1.593,83435,Bad Reichenhall
SEE969213985101,HKW Karcherstraße (GT12),hkw karcherstraße,Erdgas,8.5,67655,Kaiserslautern
SEE975024902015,HKW-West Dampfturbine,hkw-west dampfturbine,Waerme,2.42,32657,Lemgo
SEE985331675700,HKW Magirusstraße,hkw magirusstraße,Erdgas,12.6,89077,Ulm
SEE986418252418,Partition_1,partition_1,Batteriespeicher,3.4,04349,Leipzig
SEE986959633936,Lage Generator 1,lage generator 1,Erdgas,8.882,32791,Lage
SEE987361570932,HKW BRB,hkw brb,Erdgas,36.8,14772,Brandenburg
SEE990364668339,SKW Hohenwarte 1 Maschine B,skw hohenwarte 1 maschine b,Wasser,29.9,07338,Hohenwarte
SEE997713514354,Ofenlinie K1,ofenlinie k1,Abfall,6.2,87437,Kempten
SEE968582186379,Boxberg Block R,boxberg block r,Braunkohle,630.0,02943,Boxberg
SEE968809418429,BHKW_CVK_2,bhkw_cvk_2,Erdgas,2.64,13353,Berlin
SEE971282697380,Heizkraftwerk Altbach/Deizisau Block 4 GT A (solo),heizkraftwerk altbach deizisau block 4 gt a,Erdgas,45.0,73776,Altbach
SEE972969049737,KW ZI GT 1,kw zi gt 1,Erdgas,4.91,39326,Zielitz
SEE934727232676,KW Wyhlen Francis 10,kw wyhlen francis 10,Wasser,2.166,79639,Grenzach-Wyhlen
SEE943109996648,BMW Landshut KWK 4,bmw landshut kwk 4,Erdgas,4.3,84030,Landshut
SEE993827105563,Bittenbrunn E K1,bittenbrunn e k1,Wasser,6.73,86633,Neuburg
SEE980327120226,SWM HKW Sued GuD2 GT61,swm hkw sued gud2 gt61,Erdgas,146.3,81371,München
SEE986561991462,Cuno Heizkraftwerk Herdecke BHKW2,cuno heizkraftwerk herdecke bhkw2,Erdgas,1.95,58313,Herdecke
SEE989503748513,SWD KWL GTE1,swd kwl gte1,Erdgas,66.7,40221,Düsseldorf
SEE993412996354,Kraftwerk WI DT3,kraftwerk wi dt3,Erdgas,12.07,36266,Heringen
SEE966530598731,Gegendruckdampfturbine Industriekraftwerk,gegendruckdampfturbine industriekraftwerk,Erdgas,21.7,06406,Bernburg
SEE966970929270,Neef Maschine 1,neef maschine 1,Wasser,4.1,56858,Neef
SEE967076530902,SMAREG12 Vöhringen I,smareg12 vöhringen i,Batteriespeicher,19.6,89269,Vöhringen
SEE967464788519,Kraftwerk Fulda Aggregat 4A,kraftwerk fulda aggregat 4a,Mineraloelprodukte,2.76,36043,Fulda
SEE967950570895,PKV Kraftwerk BGM 2,pkv kraftwerk bgm 2,Biomasse,1.0,26316,Varel
SEE968613122536,Enkirch Maschine 4,enkirch maschine 4,Wasser,4.6,56850,Enkirch
SEE971818871499,KW Witznau MS B4,kw witznau ms b4,Pumpspeicher,55.0,79777,Ühlingen-Birkendorf
SEE971932533266,Batteriespeicher Werne,batteriespeicher werne,Batteriespeicher,72.0,59368,Werne
SEE972049110999,ZF-FRD-W04-G32-Prüfstand-A03,zf-frd-w04-g32-prüfstand-a03,Mineraloelprodukte,1.756,88046,Friedrichshafen
SEE939329445868,HKWH Gasturbine 8,hkwh gasturbine 8,Erdgas,5.336,24116,Kiel
SEE942253705168,FHKW DT 2,fhkw dt 2,Waerme,12.07,67063,Ludwigshafen
SEE944044057432,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 1",motor-heizkraftwerk chemnitz-nord motor 1,Erdgas,12.538,09114,Chemnitz
SEE947895305424,BHKW Köpenick Gasturbine 2,bhkw köpenick gasturbine 2,Erdgas,5.0,12557,Berlin
SEE949085992346,W050-TS_Mercedes-Benz Werk Sindelfingen HKW Turbine 2,w050-ts_mercedes-benz werk sindelfingen hkw turbine 2,Erdgas,17.21,71063,Sindelfingen
SEE950536544908,Kraftwerk Feldkirchen MS1,kraftwerk feldkirchen ms1,Wasser,12.733,83543,Rott
SEE960529046555,6MKA,6mka,Mineraloelprodukte,34.5,16303,Schwedt
SEE999346426134,Kraftwerk Landesbergen Dampfturbine,kraftwerk landesbergen dampfturbine,Erdgas,431.0,31628,Landesbergen
SEE965029367872,KW Silz - Maschine 2,kw silz - maschine 2,Pumpspeicher,250.0,6424,Silz
SEE973793127974,KW Mittelsbüren Block 4,kw mittelsbüren block 4,Sonstige Energietraeger (nicht erneuerbar),160.0,28237,Bremen
SEE975217906967,GT4,gt4,Erdgas,5.538,21107,Hamburg
SEE983138549866,IKW Block 7,ikw block 7,Sonstige Energietraeger (nicht erneuerbar),53.9,15890,Eisenhüttenstadt
SEE931497805147,bnBm GasKW BIB GT10,bnbm gaskw bib gt10,Erdgas,34.4,68647,Biblis
SEE934879768511,Linie 2 (Kessel 6_Turbine 2)_Komplex 04-01/04,linie 2 _komplex 04-01 04,Biomasse,5.24,72531,Hohenstein
SEE935560628848,Straubing K1,straubing k1,Wasser,7.1667,94315,Straubing
SEE940303116315,Turbosatz 5,turbosatz 5,Abfall,32.32,14727,Premnitz
SEE940791401320,Au F1,au f1,Wasser,4.0,89257,Illertissen
SEE940802366570,PSW Markersbach PSS C,psw markersbach pss c,Pumpspeicher,174.2,08352,Raschau-Markersbach
SEE983959934148,HKW Linden DT,hkw linden dt,Erdgas,78.0,30449,Hannover
SEE963787688062,Kachlet K2,kachlet k2,Wasser,6.7125,94034,Passau
SEE964935453853,DT,dt,Erdgas,26.459,17034,Neubrandenburg
SEE969004747543,Gasmotor 4 Jena,gasmotor 4 jena,Erdgas,12.175,07745,Jena
SEE972612434835,Dampfturbine V Südzucker Zeitz,dampfturbine v südzucker zeitz,Waerme,5.641,06712,Zeitz
SEE965350369514,ET HO 1,et ho 1,Sonstige Energietraeger (nicht erneuerbar),16.0,47166,Duisburg
SEE973513212348,Kraftwerk Passau-Ingling MS2,kraftwerk passau-ingling ms2,Wasser,21.6,94036,Passau
SEE976945777003,KWK Baruth,kwk baruth,Biomasse,9.7,15837,Baruth
SEE981876305560,TREA Leuna 1,trea leuna 1,Abfall,16.245,06237,Leuna
SEE992623649677,KWK-Anlage Gasturbine 4,kwk-anlage gasturbine 4,Erdgas,4.229,49638,Nortrup
SEE993205796611,"Biomethan BHKW Hannover Herrenhausen, Motor 4",biomethan bhkw hannover herrenhausen motor 4,Biomasse,4.5,30419,Hannover
SEE993583711350,Erdgas BHKW KLA Bottrop Ag. 4,erdgas bhkw kla bottrop ag 4,Erdgas,2.676,46238,Bottrop
SEE996720450723,SWM HKW Sued GuD2 DT60,swm hkw sued gud2 dt60,Erdgas,127.6,81371,München
SEE925623713673,BHKW 2 - GOM 4,bhkw 2 - gom 4,Erdgas,4.207,85356,München-Flughafen
SEE928580946900,GuD-Heizkraftwerk M120,gud-heizkraftwerk m120,Erdgas,103.0,65428,Rüsselsheim
SEE939026884250,PSW Markersbach PSS A,psw markersbach pss a,Pumpspeicher,174.2,08352,Raschau-Markersbach
SEE999306148830,HDH_004_Industrieheizkraftwerk-Heidenheim_GM3,hdh_004_industrieheizkraftwerk-heidenheim_gm3,Erdgas,4.225,89522,Heidenheim
SEE929069715185,Biomasse-Verstromungs-Anlage,biomasse-verstromungs-anlage,Biomasse,18.0,58099,Hagen
SEE929083016459,BHKW Köpenick Gasturbine 1,bhkw köpenick gasturbine 1,Erdgas,5.0,12557,Berlin
SEE933649593711,Au F2,au f2,Wasser,4.0,89257,Illertissen
SEE982556430190,Raffineriekraftwerk Leuna HDT,raffineriekraftwerk leuna hdt,Mineraloelprodukte,29.3,06237,Leuna
SEE982806373970,Batterie Eisenach,batterie eisenach,Batteriespeicher,10.35,99817,Eisenach
SEE990065849372,TS I,ts i,Abfall,8.7,97076,Würzburg
SEE990523934756,"Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 1",shell energy and chemicals park kraftwerk wesseling turbine 1,Mineraloelprodukte,35.0,50389,Wesseling
SEE999239610039,trlyr 8,trlyr 8,Batteriespeicher,20.19,49429,Visbek
SEE945148512650,PSW Goldisthal PSS A,psw goldisthal pss a,Pumpspeicher,263.0,98746,Goldisthal
SEE955085348786,Gasmotoren-Blockheizkraftwerk II (Generator 9),gasmotoren-blockheizkraftwerk ii,Erdgas,3.772,01468,Moritzburg
SEE964041814975,Kraftwerk Eberswalde GmbH (HoKaWe),kraftwerk eberswalde gmbh,Biomasse,20.0,16225,Eberswalde
SEE966089822219,BHKW KW5 58,bhkw kw5 58,Erdgas,9.93,55120,Mainz
SEE960934136643,bnBm GasKW BIB GT2,bnbm gaskw bib gt2,Erdgas,34.4,68647,Biblis
SEE941420464426,Zeltingen Maschine 3,zeltingen maschine 3,Wasser,3.4,54492,Zeltingen-Rachtig
SEE942956157011,Turbosatz 2,turbosatz 2,Abfall,18.0,50735,Köln
SEE945462188876,LEV KWG G19,lev kwg g19,Erdgas,27.47,51373,Leverkusen
SEE945785612836,SWM Uppenborn 1 Gen4,swm uppenborn 1 gen4,Wasser,1.1,85368,Wang
SEE948865320546,Pfrombach D F1,pfrombach d f1,Wasser,4.38,85368,Moosburg
SEE950593842498,Remondis Thermische Abfallverwertung GmbH,remondis thermische abfallverwertung gmbh,Abfall,24.0,39418,Staßfurt
SEE987512757786,IKW Block 8,ikw block 8,Erdgas,88.11,15890,Eisenhüttenstadt
SEE987729168146,KWK 1 - Kesselhaus,kwk 1 - kesselhaus,Erdgas,5.0,35260,Stadtallendorf
SEE971304457053,HKW -  K6 DT2,hkw - k6 dt2,Erdgas,16.317,91052,Erlangen
SEE987113516188,Mitte BHKW 2 Modul 1,mitte bhkw 2 modul 1,Erdgas,4.472,47053,Duisburg
SEE984453739475,WKW Rudolf-Fettweis-Werk PSW Schwarzenbach M7,wkw rudolf-fettweis-werk psw schwarzenbach m7,Wasser,21.5,76596,Forbach
SEE988178455061,Gasturbine 02 Industriekraftwerk,gasturbine 02 industriekraftwerk,Erdgas,63.5,06406,Bernburg
SEE994929345864,Dampfturbine II Südzucker Rain,dampfturbine ii südzucker rain,Waerme,4.615,86641,Rain
SEE997020557907,DGW TG 15,dgw tg 15,Waerme,16.616,44147,Dortmund
SEE999258963376,BHKW Boddenluft,bhkw boddenluft,Erdgas,4.5,17489,Greifswald
SEE981133916751,GT-Anlage2,gt-anlage2,Erdgas,7.8015,34474,Diemelstadt
SEE982138852266,BHKW-Süd,bhkw-süd,Erdgas,4.162,17489,Greifswald
SEE982484501641,Kraftwerk Wasserburg MS3 110 kV,kraftwerk wasserburg ms3 110 kv,Wasser,4.82,83512,Wasserburg
SEE988848971327,"HKW Reuter, Dampfturbine M",hkw reuter dampfturbine m,Waerme,36.0,13599,Berlin
SEE991087959599,Dampfturbine 1 Jena,dampfturbine 1 jena,Erdgas,25.0,07745,Jena
SEE994538470544,Gasturbine 2 Jena,gasturbine 2 jena,Erdgas,39.0,07745,Jena
SEE971244426065,Turbine 1,turbine 1,Biomasse,34.0,33609,Bielefeld
SEE997354262225,Motor 4,motor 4,Biomasse,1.048,28870,Ottersberg
SEE999819576335,Block 2,block 2,Abfall,33.6,39126,Magdeburg
SEE982064123652,KW Wyhlen Straflo 04,kw wyhlen straflo 04,Wasser,4.5,79639,Grenzach-Wyhlen
SEE987709592503,ET HO 2,et ho 2,Sonstige Energietraeger (nicht erneuerbar),18.0,47166,Duisburg
SEE991220769276,Dormagen DT,dormagen dt,Erdgas,194.0,41540,Dormagen
SEE992213654456,Huckingen B,huckingen b,Sonstige Energietraeger (nicht erneuerbar),303.0,47259,Duisburg
SEE967332608451,BESS - Batteriespeicher SchwörerHaus KG,bess - batteriespeicher schwörerhaus kg,Batteriespeicher,3.78,72531,Hohenstein
SEE967700439199,BESS Quedlinburg,bess quedlinburg,Batteriespeicher,13.8,06485,Quedlinburg
SEE969670581717,KW2 DT27,kw2 dt27,Erdgas,250.0,55120,Mainz
SEE975815924073,P37,p37,Erdgas,4.5,68167,Mannheim
SEE976193474983,LEV KWG G21,lev kwg g21,Steinkohle,12.671,51373,Leverkusen
SEE976995281321,Kraftwerk Fulda Aggregat 3A,kraftwerk fulda aggregat 3a,Mineraloelprodukte,2.76,36043,Fulda
SEE939643489500,Biomasse Heizkraftwerk Siegerland (BHSi),biomasse heizkraftwerk siegerland,Biomasse,20.0,56479,Liebenscheid
SEE945401341942,BHKW KW5 56,bhkw kw5 56,Erdgas,9.93,55120,Mainz
SEE945569399960,BHKW KW5 59,bhkw kw5 59,Erdgas,9.93,55120,Mainz
SEE988421065542,UER N230 NST2,uer n230 nst2,Steinkohle,15.2,47829,Krefeld
SEE989342161450,Gasturbine 2 (TBM),gasturbine 2,Erdgas,6.528,27318,Hoya
SEE994853801559,KW Laufenburg Maschine 5,kw laufenburg maschine 5,Wasser,10.442,5080,Laufenburg
SEE995049451596,Kraftwerk Wasserburg MS5 20 kV,kraftwerk wasserburg ms5 20 kv,Wasser,4.82,83512,Wasserburg
SEE943750140889,4MKA,4mka,Mineraloelprodukte,59.0,16303,Schwedt
SEE944229371742,Kraftwerk Feldkrichen MS3,kraftwerk feldkrichen ms3,Wasser,12.733,83543,Rott
SEE991332001752,KW Laufenburg Maschine 6,kw laufenburg maschine 6,Wasser,10.442,5080,Laufenburg
SEE995596088894,Wuppertal Kraftwerk Turbine 3,wuppertal kraftwerk turbine 3,Erdgas,5.5,42289,Wuppertal
SEE999927238279,WKW Rudolf-Fettweis-Werk Murgwerk M5,wkw rudolf-fettweis-werk murgwerk m5,Wasser,4.4,76596,Forbach
SEE938639845887,HHKW Berlin-Neukölln,hhkw berlin-neukölln,Biomasse,21.634,12355,Berlin
SEE956061511231,GuD Anlage DT,gud anlage dt,Erdgas,1.434,04687,Trebsen
SEE959745626917,Prüfstand 11,prüfstand 11,Erdgas,3.95,86165,Augsburg
SEE960100973492,HKW Wedel Block 1,hkw wedel block 1,Steinkohle,137.0,22880,Wedel
SEE961847934449,VW Baunatal Gasturbine,vw baunatal gasturbine,Erdgas,45.07,34225,Baunatal
SEE962185382367,PKV Kraftwerk BGM 1,pkv kraftwerk bgm 1,Biomasse,1.0,26316,Varel
SEE964821359092,GT1,gt1,Erdgas,4.459,63225,Langen
SEE967403086416,Speicher Braunsbedra,speicher braunsbedra,Batteriespeicher,5.0,06217,Merseburg
SEE989300885374,WKW Unteropfingen M3,wkw unteropfingen m3,Wasser,3.325,88457,Kirchdorf
SEE989457180636,SMAREG5 Hildburghausen,smareg5 hildburghausen,Batteriespeicher,12.0,98646,Hildburghausen
SEE992607731794,Turbine 4,turbine 4,Waerme,9.23,47829,Krefeld
SEE992864019192,GT5,gt5,Erdgas,55.4,06237,Leuna
SEE994551453975,Generator A,generator a,Abfall,20.0,42349,Wuppertal
SEE999630346957,KWK Baruth,kwk baruth,Biomasse,7.8,15837,Baruth
SEE999966551940,HKW Potsdam-Süd Block1,hkw potsdam-süd block1,Erdgas,40.9,14478,Potsdam
SEE941708872783,GBS KW Weiher,gbs kw weiher,Batteriespeicher,15.0,66287,Quierschied
SEE943653719359,PSW Goldisthal PSS C,psw goldisthal pss c,Pumpspeicher,263.0,98746,Goldisthal
SEE944787978346,Gaskesselhaus DT,gaskesselhaus dt,Erdgas,5.544,50127,Bergheim
SEE948068633795,Wasserkraftwerk Dörverden,wasserkraftwerk dörverden,Wasser,5.0,27313,Dörverden
SEE950589701143,Gaskraftwerk Emden - Gasturbine,gaskraftwerk emden - gasturbine,Erdgas,52.0,26725,Emden
SEE950981928360,TG4,tg4,Erdgas,10.9,49808,Lingen
SEE953048986860,Fabrik NE GT Tr,fabrik ne gt tr,Erdgas,5.1,36119,Neuhof
SEE953508633730,SWM Leitzach 2 M21,swm leitzach 2 m21,Pumpspeicher,22.0,83620,Feldkirchen-Westerham
SEE976459856379,S300 VT1,s300 vt1,Waerme,28.0,67063,Ludwigshafen
SEE982127973149,Kombi-HKW GT2,kombi-hkw gt2,Erdgas,31.15,34134,Kassel
SEE983340579781,SMAREG3 Eisfeld,smareg3 eisfeld,Batteriespeicher,12.0,98673,Eisfeld
SEE984068604342,SEDE607510036,sede607510036,Erdgas,4.472,07546,Gera
SEE985036646654,Gasmotoren-Heizkraftwerk Dresden-Reick - Aggregat II,gasmotoren-heizkraftwerk dresden-reick - aggregat ii,Erdgas,11.5,01277,Dresden
SEE985107237163,Anlage 2013,anlage 2013,Biomasse,4.95,04860,Torgau
SEE988684097793,HKW Klingenberg Dampfturbine 2,hkw klingenberg dampfturbine 2,Erdgas,56.0,10317,Berlin
SEE994048824899,Bittenbrunn E K3,bittenbrunn e k3,Wasser,6.73,86633,Neuburg
SEE996548424685,IKW Block 4,ikw block 4,Sonstige Energietraeger (nicht erneuerbar),34.7,15890,Eisenhüttenstadt
SEE971156902916,SEDE607510037,sede607510037,Erdgas,4.387,07549,Gera
SEE972467909069,Schwabstadl K(Ro)3,schwabstadl k 3,Wasser,4.0,86937,Scheuring
SEE977512784516,Kraftwerk Rosenheim MS1,kraftwerk rosenheim ms1,Wasser,11.7,83101,Rohrdorf
SEE980276191377,Altheim K2,altheim k2,Wasser,5.718,84051,Essenbach
SEE977273010268,"Kraftwerk IV, DT 411",kraftwerk iv dt 411,Erdgas,13.76,45772,Marl
SEE978426302629,Kraftwerk Fulda Aggregat 2,kraftwerk fulda aggregat 2,Mineraloelprodukte,6.29,36043,Fulda
SEE985657410085,KIT_CN_BHKW_266_MPP1,kit_cn_bhkw_266_mpp1,Erdgas,4.432,76344,Eggenstein-Leopoldshafen
SEE991388294085,Pielweichs K2,pielweichs k2,Wasser,4.2,94447,Plattling
SEE991633857065,GUD-1-1 (GT1),gud-1-1,Erdgas,31.0,48155,Münster
SEE993054223955,Turbosatz 2,turbosatz 2,Abfall,40.4,46049,Oberhausen
SEE995754822537,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine GT 8a,pkv dampfsammelschienen-kwk-anlage generator turbine gt 8a,Erdgas,6.127,26316,Varel
SEE999145467468,GoWerk F,gowerk f,Braunkohle,63.0,50354,Hürth
SEE947677200282,Schkopau B,schkopau b,Braunkohle,450.0,06258,Schkopau
SEE947712976042,Kraftwerk NE GT KW,kraftwerk ne gt kw,Erdgas,1.214,36119,Neuhof
SEE948129095272,Irsching 4,irsching 4,Erdgas,576.0,85088,Vohburg
SEE954086855965,1MKA,1mka,Mineraloelprodukte,106.0,16303,Schwedt
SEE942366584926,SWM HKW Nord 1 T10,swm hkw nord 1 t10,Abfall,18.0,85774,Unterföhring
SEE946744372112,IPH Strom GTX1,iph strom gtx1,Erdgas,53.6,65929,Frankfurt
SEE953182244383,MHKW Mannheim Generator X1,mhkw mannheim generator x1,Abfall,4.08,68169,Mannheim
SEE953730197888,MHKW Mannheim Generator TD0,mhkw mannheim generator td0,Abfall,4.26,68169,Mannheim
SEE955482235511,Maschine 4,maschine 4,Mineraloelprodukte,12.7,76187,Karlsruhe
SEE958578071345,KWK II HS Timber,kwk ii hs timber,Biomasse,5.28,02923,Kodersdorf
SEE958897712714,BHKW2,bhkw2,Erdgas,1.9805,63225,Langen
SEE963537340127,BESS Leuna 3,bess leuna 3,Batteriespeicher,46.332,06217,Merseburg
SEE984246933080,illwerke vkw Lünerseewerk M1,illwerke vkw lünerseewerk m1,Pumpspeicher,56.0,A-6774,Tschagguns
SEE986008964080,illwerke vkw Latschauwerk M2,illwerke vkw latschauwerk m2,Wasser,4.0,A-6774,Tschagguns
SEE968091522767,PSW Hohenwarte 2 PSS A,psw hohenwarte 2 pss a,Pumpspeicher,39.7,07338,Hohenwarte
SEE969304380679,KW Witznau MS A3,kw witznau ms a3,Pumpspeicher,55.0,79777,Ühlingen-Birkendorf
SEE974206815730,TG-1901,tg-1901,Mineraloelprodukte,7.3,76187,Karlsruhe
SEE974711013546,Raffineriekraftwerk Leuna NDT,raffineriekraftwerk leuna ndt,Mineraloelprodukte,29.8,06237,Leuna
SEE983264343635,Schaper Grid Energy Storage Herford,schaper grid energy storage herford,Batteriespeicher,18.0,32051,Herford
SEE984394943115,illwerke vkw Rodundwerk I M2,illwerke vkw rodundwerk i m2,Pumpspeicher,50.0,A-6773,Vandans
SEE991324265957,DT06,dt06,Erdgas,14.383,53909,Zülpich
SEE994968008959,ZI Tr GT3,zi tr gt3,Erdgas,1.403,39326,Zielitz
SEE995077047419,HKW Wörth,hkw wörth,Erdgas,90.784,76744,Wörth
SEE929050048728,Gaskesselhaus GT,gaskesselhaus gt,Erdgas,6.467,50127,Bergheim
SEE930306010543,Turbine 7,turbine 7,Biomasse,12.3,75175,Pforzheim
SEE932664806912,Gasmotoren-Blockheizkraftwerk I (Generator 2),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE938018666973,Fabrik NE GT Tr.,fabrik ne gt tr,Erdgas,5.1,36119,Neuhof
SEE941055812814,SI-Gasmotor (12 V 32/40),si-gasmotor,Erdgas,5.235,86153,Augsburg
SEE942845579245,KWK Hiltrop,kwk hiltrop,Erdgas,43.412,44805,Bochum
SEE953907486180,FZJ_WVVZ-03.19_BHKW-2,fzj_wvvz-03 19_bhkw-2,Erdgas,4.3,52428,Jülich
SEE938477978983,Biggekraftwerk Generator 1,biggekraftwerk generator 1,Wasser,4.8,57439,Attendorn
SEE938782869693,Müllheizkraftwerk Offenbach Turbine 1,müllheizkraftwerk offenbach turbine 1,Abfall,16.762,63069,Offenbach
SEE944886199833,Neef Maschine 3,neef maschine 3,Wasser,4.1,56858,Neef
SEE952372080091,SWM HKW Nord 2 T20,swm hkw nord 2 t20,Erdgas,333.0,85774,Unterföhring
SEE955407848307,Ingolstadt E K3,ingolstadt e k3,Wasser,6.6,85049,Ingolstadt
SEE959449135135,W059-RD_Geb. 130/8_5001-5032+1030-1032,w059-rd_geb 130 8_5001-5032 1030-1032,Mineraloelprodukte,9.39,70327,Stuttgart
SEE949049420311,Landau K3,landau k3,Wasser,4.2,94431,Pilsting
SEE957723162266,HKW Karcherstraße (T1),hkw karcherstraße,Erdgas,5.8,67655,Kaiserslautern
SEE963374030953,Batterie Rechtenbach,batterie rechtenbach,Batteriespeicher,16.0,35625,Hüttenberg
SEE963975943188,Heizkraftwerk Altbach/Deizisau GT B,heizkraftwerk altbach deizisau gt b,Erdgas,57.0,73776,Altbach
SEE965782597448,Heizkraftwerk Altbach/Deizisau HKW 2 DT (Solobetrieb),heizkraftwerk altbach deizisau hkw 2 dt,Steinkohle,323.0,73776,Altbach
SEE966091400436,Q_ESS_Elverlingsen,q_ess_elverlingsen,Batteriespeicher,17.08,58791,Werdohl
SEE968986286460,Untereichen F3,untereichen f3,Wasser,2.0,89281,Altenstadt
SEE974018310478,Generator 4,generator 4,Braunkohle,9.2,49090,Osnabrück
SEE975444777408,TögingNeu MS3,tögingneu ms3,Wasser,40.0,84513,Töging
SEE982332501670,Kraftwerk Rosenheim MS2,kraftwerk rosenheim ms2,Wasser,11.7,83101,Rohrdorf
SEE982564834379,Altheim K1,altheim k1,Wasser,5.718,84051,Essenbach
SEE985206646330,Küstenkraftwerk K.I.E.L Motor 10,küstenkraftwerk k i e l motor 10,Erdgas,9.456,24149,Kiel
SEE987007884447,Weisweiler G,weisweiler g,Braunkohle,663.0,52249,Eschweiler
SEE993385162510,BVI-NT,bvi-nt,Steinkohle,5.786,59821,Arnsberg
SEE974767618801,Mitte BHKW 2 Modul 2,mitte bhkw 2 modul 2,Erdgas,4.472,47053,Duisburg
SEE978399772948,GT12,gt12,Erdgas,27.6,42275,Wuppertal
SEE979861364876,Kraftwerk WI DT 2.1,kraftwerk wi dt 2 1,Erdgas,52.7,36266,Heringen
SEE996946209945,P12,p12,Erdgas,3.375,68167,Mannheim
SEE997108032975,KIT_CN_BHKW_0255,kit_cn_bhkw_0255,Erdgas,1.98,76344,Eggenstein-Leopoldshafen
SEE997216629753,PKV Dampfsammelschienen-KWK-Anlage Generator / Turbine DT 13,pkv dampfsammelschienen-kwk-anlage generator turbine dt 13,Waerme,7.061,26316,Varel
SEE997982071411,Neef Maschine 2,neef maschine 2,Wasser,4.1,56858,Neef
SEE976352702957,trlyr 9,trlyr 9,Batteriespeicher,17.25,29614,Soltau
SEE976533716001,Gersthofen M4,gersthofen m4,Wasser,1.969,86368,Gersthofen
SEE977277909087,Mühltal F1,mühltal f1,Wasser,3.74,82064,Straßlach-Dingharting
SEE980016033738,Rheinhafen-Dampfkraftwerk RDK 7,rheinhafen-dampfkraftwerk rdk 7,Steinkohle,517.0,76189,Karlsruhe
SEE980046698020,Turbine 5,turbine 5,Waerme,54.0,76187,Karlsruhe
SEE980337143772,WKW Reckingen M2,wkw reckingen m2,Wasser,21.0,79761,Waldshut-Tiengen
SEE955076814825,"Motor-Heizkraftwerk Chemnitz-Nord, Motor 7",motor-heizkraftwerk chemnitz-nord motor 7,Erdgas,12.538,09114,Chemnitz
SEE956441736957,Gasmotoren-Blockheizkraftwerk I (Generator 6),gasmotoren-blockheizkraftwerk i,Erdgas,3.879,01468,Moritzburg
SEE934353123843,Batterie Iphofen,batterie iphofen,Batteriespeicher,20.7,97346,Iphofen
SEE939426112649,Gersteinwerk I DT (I2),gersteinwerk i dt,Erdgas,355.0,59368,Werne
SEE940779412058,KW Häusern MS A1,kw häusern ms a1,Pumpspeicher,30.0,79837,Häusern
SEE948093740512,MHKW Mannheim Generator TE0,mhkw mannheim generator te0,Abfall,4.26,68169,Mannheim
SEE949306551550,BHKW,bhkw,Erdgas,1.999,20251,Hamburg
SEE957119289898,W059-RD_122/IV_0463-0469,w059-rd_122 iv_0463-0469,Mineraloelprodukte,8.622,70327,Stuttgart
SEE987324322059,Küstenkraftwerk K.I.E.L Motor 20,küstenkraftwerk k i e l motor 20,Erdgas,9.456,24149,Kiel
SEE988046628214,Gasturbinenkraftwerk Ahrensfelde GT C,gasturbinenkraftwerk ahrensfelde gt c,Erdgas,37.104,16356,Ahrensfelde
SEE989520528877,BMKW Bischofferode,bmkw bischofferode,Biomasse,18.1,37345,Am Ohmberg
SEE993546424112,Turbine 2,turbine 2,Abfall,12.62,31789,Hameln
SEE994391041424,Kraftwerk Marbach MAR 3 GT (solo),kraftwerk marbach mar 3 gt,Mineraloelprodukte,85.0,71672,Marbach
SEE967003406416,Pfrombach D F2,pfrombach d f2,Wasser,4.38,85368,Moosburg
SEE970820981745,"Kraftwerk VI, Block 62, DT620",kraftwerk vi block 62 dt620,Erdgas,35.98,45772,Marl
SEE949646756097,FZJ_BATA_10.55,fzj_bata_10 55,Batteriespeicher,1.05,52428,Jülich
SEE951582148140,BHKW KW5 51,bhkw kw5 51,Erdgas,9.93,55120,Mainz
SEE993922966908,KWK 3 Geb. 192.0,kwk 3 geb 192 0,Erdgas,4.13,84130,Dingolfing
